,uwwName,uwwLatitude,uwwLongitude,the_geom
310,Haverhill ,52.07649643,0.45231668,POINT (0.45231668 52.07649646730872)
311,Worthington ,52.78729029,-1.39500229,POINT (-1.3950022869999998 52.787290326571195)
312,Ballater ,57.056630000000006,-3.0232,POINT (-3.0232000000000006 57.0566300310444)
313,Coursingtons.T.W.,55.79773,-3.9845800000000002,POINT (-3.98458 55.7977300328452)
314,Daldowies.T.W.,55.83379,-4.1219,POINT (-4.1219 55.83379003279536)
315,Dalmarnocks.T.W.,55.834990000000005,-4.220940000000001,POINT (-4.22094 55.834990032793705)
316,Ellon,57.364619999999995,-2.0569,POINT (-2.0569 57.36462003058618)
317,Erskine S.T.W.,55.89218,-4.41237,POINT (-4.412369999999999 55.89218003271445)
318,Galashiels Wwtw,55.606609999999996,-2.77468,POINT (-2.77468 55.606610033107515)
319,Ironmillbay Wwtw,56.04226,-3.50906,POINT (-3.5090600000000003 56.042260032505126)
320,Kemnay,57.24508,-2.4451099999999997,POINT (-2.44511 57.245080030764775)
321,Montrose ,56.73352,-2.45273,POINT (-2.45273 56.73352003151802)
322,Nigg Wwtw- Aberdeen Pfi,57.13219,-2.06146,POINT (-2.06146 57.13219003093258)
323,Oldmeldrum,57.333769999999994,-2.3406599999999997,POINT (-2.3406599999999997 57.33377003063237)
324,Tain,57.817640000000004,-4.05802,POINT (-4.05802 57.81764002990098)
325,Gibraltar Collecting System,,,
326,Ballycastle,55.202,-6.2379999999999995,POINT (-6.238000000000001 55.202000033652354)
327,Killinchy,54.473,-5.684,POINT (-5.683999999999999 54.47300003459606)
328,Barton-Upon-Humber ,53.69674952,-0.43398458,POINT (-0.433984583 53.696749555543285)
329,Eastbourne ,50.78451336,0.32547107,POINT (0.3254710679999999 50.784513398490525)
330,Southampton South East (Woolston) ,50.89125644,-1.38311432,POINT (-1.3831143200000002 50.89125647840097)
331,"Basingstoke, Wildmoor, Basingst """,51.2918907,-1.02620271,POINT (-1.02620271 51.29189073805164)
332,Urmston ,53.44198554,-2.40991343,POINT (-2.409913431 53.44198557584042)
333,Ellerker ,53.75130509,-0.62297759,POINT (-0.62297759 53.75130512547875)
334,Brandon ,52.44570889,0.61205349,POINT (0.612053494 52.44570892693307)
335,Southwell ,53.06599135,-0.91728169,POINT (-0.9172816919999999 53.06599138626597)
336,Irlam ,53.42413281,-2.45022172,POINT (-2.4502217199999996 53.42413284586096)
337,Cullompton ,50.84790823,-3.39194542,POINT (-3.3919454230000006 50.847908268437514)
338,Haslingfield ,52.1607729,0.07123709,POINT (0.071237089 52.160772937224415)
339,Bedford ,52.13165329,-0.41647898,POINT (-0.4164789770000001 52.13165332725365)
340,St Neots ,52.24207484,-0.25208137,POINT (-0.252081372 52.24207487714227)
341,Beccles ,52.45681939,1.60307337,POINT (1.6030733730000004 52.45681942692153)
342,Wareham ,50.69881554,-2.09213561,POINT (-2.0921356119999994 50.69881557856133)
343,Coleford   ,51.77826141,-2.65183396,POINT (-2.65183396 51.77826144760011)
344,Huntingdon ,52.32269918,-0.15104719,POINT (-0.151047194 52.32269921706005)
345,St Ives ,52.34285551,-0.06500065,POINT (-0.065000654 52.34285554703936)
346,Bar Hill   ,52.2688558,0.00237427,POINT (0.002374265 52.26885583711504)
347,Gowerton ,51.65436973,-4.0338723,POINT (-4.03387230369628 51.654369762738064)
348,Llanelli ,51.66425107,-4.10987034,POINT (-4.10987033550155 51.66425110963362)
349,Washingborough ,53.22398736,-0.44026008,POINT (-0.440260082 53.223987396089086)
350,Fishburn ,54.67913118,-1.45252504,POINT (-1.452525044 54.67913121433435)
351,Waterbeach ,52.27570266,0.20210088,POINT (0.202100875 52.27570269710807)
352,Calverton ,53.03431253,-1.06123854,POINT (-1.0612385370000001 53.03431256630112)
353,Cannock ,52.67555481,-2.04182627,POINT (-2.041826271 52.67555484669108)
354,Castle Donington ,52.85348775,-1.3504076999999999,POINT (-1.3504077 52.85348778649949)
355,Great Ayton ,54.48017069,-1.15715936,POINT (-1.157159362 54.48017072458702)
356,Checkley ,52.93390920000001,-1.95043032,POINT (-1.9504303160000005 52.933909236411736)
357,Cheddleton ,53.05904547,-2.02712958,POINT (-2.0271295769999997 53.0590455062737)
358,Chipping Campden ,52.05096119,-1.76372789,POINT (-1.76372789 52.0509612273341)
359,Haggerston Castle Caravan Park ,55.68497012,-1.93319425,POINT (-1.933194249 55.68497015300035)
360,Church Stretton ,52.51230189,-2.82572086,POINT (-2.8257208579999995 52.51230192686359)
361,Cinderford Crump Meadow ,51.8237657,-2.51605924,POINT (-2.51605924 51.82376573755637)
362,Clay Cross ,53.15508846,-1.4219986999999998,POINT (-1.4219987020000004 53.155088496166556)
363,Haltwhistle ,54.96729746,-2.44467631,POINT (-2.4446763069999995 54.967297493961645)
364,Hendon ,54.89813905,-1.36130338,POINT (-1.361303384 54.89813908405181)
365,Hexham ,54.97275634,-2.08215695,POINT (-2.0821569450000004 54.97275637395451)
366,Horden And Peterlee ,54.77666298,-1.31595681,POINT (-1.3159568089999998 54.77666301420907)
367,Newcastle  (Howdon) ,54.99106911,-1.4764217,POINT (-1.4764217019999994 54.991069143930545)
368,Southampton West (Millbrook) ,50.91049583,-1.45066394,POINT (-1.450663936 50.910495868384665)
369,"Lymington, Pennington, New Milton   """,50.73991504,-1.56100418,POINT (-1.561004182 50.739915078527495)
370,Winchester Central And South (Morestead) ,51.0482545,-1.30155769,POINT (-1.301557686 51.04825453826654)
371,Portsmouth And Havant   ,50.84417044,-0.99362079,POINT (-0.9936207850000001 50.84417047844065)
372,"Fawley, Calshot, Blackfield   """,50.82497258,-1.34040113,POINT (-1.340401134 50.82497261845675)
373,Andover ,51.17308929,-1.46853575,POINT (-1.4685357449999998 51.173089328157374)
374,"Fareham And Gosport, Hamble, Hedge End (Peel Common) """,50.82593493,-1.19427653,POINT (-1.194276533 50.825934968455954)
375,Bishop Auckland   ,54.67887463,-1.68314367,POINT (-1.683143673 54.67887466433467)
376,Washington ,54.89497332,-1.4901416,POINT (-1.490141597 54.89497335405593)
377,West Rainton (Leamside) ,54.81427925,-1.53612791,POINT (-1.536127907 54.814279284160534)
378,Willington ,54.70419721,-1.6756528999999998,POINT (-1.675652901 54.70419724430223)
379,Witton Gilbert ,54.79998269,-1.63973276,POINT (-1.6397327570000002 54.799982724179)
380,Wolsingham ,54.71800717,-1.84164514,POINT (-1.8416451400000002 54.71800720428453)
381,Wooler ,55.55380355,-2.00553931,POINT (-2.0055393119999994 55.553803583179445)
382,Birtley ,54.90427479,-1.59544825,POINT (-1.5954482489999997 54.90427482404383)
383,Crookhall ,54.84915964,-1.80687038,POINT (-1.8068703840000002 54.84915967411539)
384,Dipton ,54.88411362,-1.75526521,POINT (-1.7552652069999999 54.88411365407005)
385,Rhuddlan Wwtw Final ,53.29563796,-3.47627873,POINT (-3.476278734610669 53.29563799515561)
386,St Asaph  St Asaph ,53.26438098,-3.45140686,POINT (-3.4514068596118093 53.26438101435138)
387,Fritchley ,53.06853074,-1.46196058,POINT (-1.461960581 53.06853077626316)
388,Gainsborough ,53.37753166,-0.77485484,POINT (-0.7748548429999998 53.37753169591447)
389,Gloucester Netheridge,51.8433571,-2.27967953,POINT (-2.2796795289999996 51.843357137537474)
390,Walsall South   ,52.61505765,-1.96910289,POINT (-1.9691028880000008 52.61505768675536)
391,Gospel End ,52.54692005,-2.14463343,POINT (-2.144633427 52.54692008682728)
392,Pegswood ,55.18080371,-1.63458105,POINT (-1.634581051 55.18080374368049)
393,Waringstown,54.433,-6.289,POINT (-6.2890000000000015 54.43300003464636)
394,Warrenpoint,54.111000000000004,-6.273,POINT (-6.273 54.11100003504548)
395,Claudy,54.911,-7.147,POINT (-7.146999999999999 54.91100003403507)
396,Donneybrewer,55.0385,-7.1979999999999995,POINT (-7.198000000000002 55.03850003386835)
397,Drumaness,54.3676,-5.848,POINT (-5.848000000000001 54.367600034728255)
398,North Coast,55.19,-6.676,POINT (-6.676 55.1900000336683)
399,Portglenone,54.8765,-6.4815,POINT (-6.4815000000000005 54.87650003407994)
400,North Down & Ards,54.648,-5.563,POINT (-5.563000000000001 54.64800003437414)
401,Heacham ,52.89837638,0.47935720000000004,POINT (0.4793572040000003 52.89837641645061)
402,Heckington ,52.99360395,-0.28810236,POINT (-0.288102364 52.9936039863461)
403,Hempnall ,52.502955299999996,1.2879187,POINT (1.2879186999999999 52.502955336873384)
404,Hibaldstow ,53.530450699999996,-0.52387694,POINT (-0.5238769370000002 53.53045073573804)
405,Hitchin ,51.95941975,-0.27059231,POINT (-0.270592309 51.95941978742442)
406,Ballymoney (Glenstall),55.049,-6.567,POINT (-6.567 55.049000033854554)
407,"Bampton, Bampton, Oxon """,51.72300647,-1.53380717,POINT (-1.533807165 51.72300650765292)
408,Kinnegar,54.63399999999999,-5.853,POINT (-5.853000000000001 54.634000034392)
409,Brampton ,52.31489429,-0.21532383,POINT (-0.215323832 52.31489432706804)
410,"Banbury, Spital Farm, Banbury, """,52.05886478,-1.31658671,POINT (-1.3165867090000003 52.05886481732627)
411,Stanton ,52.3247719,0.89276266,POINT (0.8927626570000001 52.32477193705791)
412,Steeple Claydon ,51.94506078,-0.98202415,POINT (-0.9820241480000002 51.94506081743849)
413,London (Becton ),51.5152403,0.09506218,POINT (0.095062176 51.515240337847985)
414,London (Beddington ),51.38115367,-0.14027948,POINT (-0.140279479 51.381153707971016)
415,Stowmarket ,52.18521392,1.00820406,POINT (1.008204057 52.185213957199814)
416,"Benson, Henley Road, Benson, Ox """,51.60966644,-1.10592385,POINT (-1.1059238519999999 51.60966647775999)
417,Malton ,54.12427347,-0.81633163,POINT (-0.81633163 54.12427350502922)
418,Bentley ,51.18524736,-0.86676688,POINT (-0.866766877 51.185247398146636)
419,Ballynahinch,54.396,-5.8839999999999995,POINT (-5.884 54.39600003469276)
420,"Berkhamsted Sewage Works, Bullbegga """,51.75084533,-0.53396371,POINT (-0.5339637119999999 51.750845367626354)
421,"Bicester, Bicester, Oxon """,51.88655459,-1.16088629,POINT (-1.160886293 51.88655462749556)
422,Belfast,54.622,-5.909,POINT (-5.909 54.622000034407286)
423,"Bishops Stortford, Bishop'S Sto """,51.85396659,0.18046152,POINT (0.180461516 51.85396662752719)
424,Inverurie,57.27328000000001,-2.36433,POINT (-2.36433 57.273280030722745)
425,Jedburgh Wwtw,55.495090000000005,-2.54365,POINT (-2.54365 55.49509003325913)
426,Keith,57.55365,-2.9474299999999998,POINT (-2.9474299999999998 57.55365003030184)
427,Kelso Wwtw,55.60429,-2.4205799999999997,POINT (-2.4205799999999997 55.604290033110665)
428,Kincardine Wwtw,56.06469,-3.7198,POINT (-3.7198 56.064690032473685)
429,Kingussie,57.07931,-4.045640000000001,POINT (-4.045639999999999 57.07931003101087)
430,Sudbury ,52.03718146,0.71387522,POINT (0.7138752229999998 52.037181497347774)
431,Sutton Bridge ,52.78607438,0.16943077,POINT (0.169430771 52.786074416572504)
432,Radlett   ,51.69678904,-0.35614106,POINT (-0.356141059 51.69678907767783)
433,Swaffham ,52.62612637,0.7075060999999999,POINT (0.7075060999999999 52.62612640674363)
434,"Bloxham, Bloxham, Oxon """,52.0180029,-1.36171269,POINT (-1.3617126890000002 52.01800293736675)
435,Swardeston ,52.57755764,1.24001599,POINT (1.240015987 52.57755767679502)
436,"Bordon, Bordon, Hants """,51.11947952,-0.85408822,POINT (-0.8540882180000001 51.11947955820449)
437,Swineshead ,52.96085615,-0.17418621,POINT (-0.174186205 52.96085618638215)
438,North Ely Valley   ,51.55470887,-3.40404441,POINT (-3.40404441343939 51.55470891242803)
439,"Bourton-On-The-Water, Bourton-O """,51.87855329,-1.73775676,POINT (-1.737756758 51.87855332750336)
440,"Bracknell, Hazelwood Lane, Binf """,51.43887346,-0.76637925,POINT (-0.766379251 51.43887349791834)
441,South Ely Valley   ,51.50324505,-3.34284092,POINT (-3.3428409176164395 51.503245087591786)
442,"Broadwell, Broadwell, Oxon """,51.9427099,-1.68544842,POINT (-1.6854484189999996 51.94270993744078)
443,Llandrindod Wells  Park Lane ,52.23484483,-3.39104338,POINT (-3.3910433798185706 52.234844865079424)
444,"Buntingford, Aspenden Lane, Bun """,51.93938542,-0.01733527,POINT (-0.01733527 51.93938545744404)
445,"Burford, Oxon """,51.80849217,-1.6293805000000001,POINT (-1.6293804949999997 51.80849220757108)
446,Kinneilkerse Wwtw,56.0117,-3.66935,POINT (-3.6693500000000006 56.01170003254789)
447,Kinross Wwtw,56.211569999999995,-3.4107300000000005,POINT (-3.410730000000001 56.2115700322668)
448,Bushmills,55.211000000000006,-6.527,POINT (-6.527000000000001 55.2110000336404)
449,Annesborough,54.2615,-5.92,POINT (-5.920000000000001 54.26150003486023)
450,Ballynacor,54.472,-6.4110000000000005,POINT (-6.410999999999999 54.47200003459732)
451,Carrickfergus,54.725,-5.778,POINT (-5.777999999999999 54.72500003427556)
452,Armthorpe ,53.53215812,-1.0312572,POINT (-1.0312571999999998 53.53215815573605)
453,Tarporley ,53.14650994,-2.6543856,POINT (-2.6543856009999995 53.14650997617617)
454,Tarvin ,53.20211297,-2.76646503,POINT (-2.766465034 53.20211300611372)
455,Tyldesley ,53.48619315,-2.4657535,POINT (-2.465753503 53.48619318578936)
456,Ulverston ,54.18623921,-3.06330962,POINT (-3.0633096190000004 54.18623924495314)
457,Walton-Le-Dale ,53.74249971,-2.69331605,POINT (-2.6933160480000002 53.74249974548917)
458,North Warrington   ,53.37719558,-2.63221357,POINT (-2.632213568 53.37719561591487)
459,South Warrington   ,53.36547336,-2.62212156,POINT (-2.6221215550000005 53.365473395928284)
460,Waverton ,53.17458701,-2.7967942000000003,POINT (-2.796794204 53.17458704614468)
461,Weaverham ,53.26855842,-2.58246389,POINT (-2.582463885 53.26855845603865)
462,Durham Colleges  (University ),54.75601159,-1.5757793,POINT (-1.5757792950000002 54.75601162423569)
463,Chilton (Windlestone   ),54.65347246,-1.5505143,POINT (-1.550514304 54.65347249436715)
464,Barlby (Was Misspelt Balby),53.81358859,-1.05034257,POINT (-1.0503425660000003 53.8135886254047)
465,Barwick ,53.8304077,-1.38767771,POINT (-1.3876777100000002 53.830407735384625)
466,"Dromore, Tyrone",54.531000000000006,-7.435,POINT (-7.434999999999999 54.53100003452284)
467,Garvagh,54.992,-6.678,POINT (-6.678000000000002 54.99200003392934)
468,Glenavy,54.5895,-6.225,POINT (-6.225000000000001 54.58950003444865)
469,Stanley   ,54.85875377,-1.67129949,POINT (-1.671299489 54.858753804102946)
470,Kelloe ,54.71608422,-1.4768643999999997,POINT (-1.4768643960000003 54.71608425428701)
471,Bedale ,54.28520338,-1.58093488,POINT (-1.580934877 54.28520341483083)
472,Knitsley ,54.82849106,-1.80696889,POINT (-1.8069688870000002 54.82849109414216)
473,Todmorden   ,53.73381155,-2.04454481,POINT (-2.04454481 53.73381158549948)
474,Eggborough ,53.71133629,-1.11729615,POINT (-1.117296149 53.711336325526055)
475,Bradford Esholt ,53.844658700000004,-1.71302821,POINT (-1.7130282140000002 53.844658735367595)
476,Flamborough ,54.10720036,-0.12951261,POINT (-0.129512612 54.10720039505012)
477,Gilberdyke & Staddlethorpe Sps ,53.72654923,-0.72529457,POINT (-0.7252945730000001 53.726549265508076)
478,Goole ,53.71851935,-0.88938374,POINT (-0.889383742 53.718519385517574)
479,Halifax ,53.6978777,-1.8613947,POINT (-1.861394704 53.69787773554195)
480,Harlington   ,53.51550045,-1.26735474,POINT (-1.2673547380000003 53.51550048575539)
481,Hedon ,53.7165877,-0.21414565,POINT (-0.214145653 53.71658773551985)
482,High Royd ,53.71177801,-1.92846685,POINT (-1.928466846 53.71177804552554)
483,Holme On Spalding Moor ,53.82795098,-0.79138019,POINT (-0.7913801900000001 53.827951015387555)
484,Horbury ,53.65261109,-1.54715051,POINT (-1.54715051 53.652611125595264)
485,Ben Rhydding ,53.92164179,-1.77767115,POINT (-1.77767115 53.92164182527525)
486,Boroughbridge ,54.09643934,-1.37889049,POINT (-1.378890485 54.09643937506328)
487,Burley/Menston ,53.90957083,-1.72141283,POINT (-1.7214128290000001 53.909570865289766)
488,Hilltown,54.1985,-6.135,POINT (-6.135 54.19850003493804)
489,Kesh,54.523,-7.725,POINT (-7.725000000000001 54.52300003453298)
490,Portaferry,54.3917,-5.5360000000000005,POINT (-5.5360000000000005 54.39170003469812)
491,Poringland ,52.55784809,1.36800677,POINT (1.3680067690000002 52.55784812681578)
492,Potton ,52.12256109,-0.21847437,POINT (-0.218474374 52.122561127262756)
493,Catterick ,54.37625354,-1.62485287,POINT (-1.624852869 54.37625357471744)
494,Ramsey ,52.45847107,-0.10581454,POINT (-0.105814541 52.4584711069198)
495,Raunds ,52.34149506,-0.56397775,POINT (-0.5639777470000001 52.341495097040756)
496,Rayleigh East ,51.58268347,0.63621661,POINT (0.636216614 51.582683507785255)
497,Rayleigh West ,51.61708117,0.59354118,POINT (0.593541181 51.61708120775303)
498,Rayne ,51.88322769,0.51690936,POINT (0.5169093599999999 51.883227727498806)
499,Colburn ,54.37624451,-1.62483756,POINT (-1.624837557 54.37624454471746)
500,Reepham   ,52.76094745,1.11815317,POINT (1.1181531709999997 52.76094748659959)
501,Reepham  ,53.26000132,-0.43965475,POINT (-0.4396547470000001 53.260001356048356)
502,Rochford   ,51.59532154,0.75511051,POINT (0.755110507 51.59532157777343)
503,Royston ,52.06323385,-0.02440112,POINT (-0.024401119 52.06323388732192)
504,Ryhall ,52.68483989,-0.4595384,POINT (-0.4595383969999999 52.684839926681164)
505,Darley ,54.03231946,-1.67938801,POINT (-1.679388008 54.0323194951414)
506,Saffron Walden ,52.02475246,0.23355402,POINT (0.233554015 52.024752497360055)
507,Kirkcaldy Wwtw,56.11809,-3.14831,POINT (-3.14831 56.118090032398676)
508,Kirkconnels.T.W.,55.38186999999999,-3.9755599999999998,POINT (-3.9755600000000015 55.381870033411936)
509,Kirkwallheadofwork,59.00731,-2.91568,POINT (-2.9156799999999996 59.00731002804579)
510,"Burghfield, Burghfield, Berks """,51.41233855,-1.05369888,POINT (-1.053698879 51.41233858794259)
511,Holbeach ,52.81314044,0.01158496,POINT (0.011584956 52.81314047654325)
512,Holt ,52.90623542,1.07552783,POINT (1.075527827 52.906235456442026)
513,Burstow ,51.17855991,-0.13442218,POINT (-0.134422182 51.17855994815255)
514,Wittering ,52.60380375,-0.44476603,POINT (-0.4447660310000001 52.60380378676728)
515,Wragby ,53.28703813,-0.31388491,POINT (-0.313884908738785 53.287038168880585)
516,"Byfield, Byfield, Northants """,52.16918445,-1.23380726,POINT (-1.233807255 52.16918448721597)
517,Caddington ,51.83998287,-0.43846096,POINT (-0.4384609580000001 51.83998290754071)
518,Eccleshall ,52.86399993,-2.24446548,POINT (-2.244465477 52.86399996648807)
519,"Camberley, Camberley, Surrey """,51.32814636,-0.76995499,POINT (-0.7699549870000001 51.32814639801901)
520,Edwinstowe ,53.19571621,-1.0431976,POINT (-1.043197601 53.19571624612092)
521,"Carterton, Carterton, Oxon """,51.74175797,-1.59589126,POINT (-1.59589126 51.74175800763504)
522,Kirkby-In-Ashfield ,53.0891313,-1.27649471,POINT (-1.276494706 53.08913133624025)
523,"Cassington, Yarnton Road, Cassi """,51.80583074,-1.33193399,POINT (-1.3319339909999999 51.80583077757363)
524,Kirton In Lindsey ,53.4744105,-0.60075263,POINT (-0.600752633 53.47441053580299)
525,Maesteg   ,51.58207491,-3.62072257,POINT (-3.6207225733479107 51.582074944589216)
526,Ammanford   ,51.77075588,-3.99841673,POINT (-3.9984167259633105 51.770755918124415)
527,Masham ,54.22151864,-1.64831009,POINT (-1.6483100870000003 54.22151867490967)
528,Melbourne ,53.88146285,-0.83816926,POINT (-0.838169256 53.88146288532351)
529,Langley ,52.56746517,-1.77129314,POINT (-1.7712931399999998 52.56746520680564)
530,"Chalgrove, Chalgrove, Oxon """,51.68422833,-1.06265266,POINT (-1.062652664 51.68422836768973)
531,Oswestry Drenewydd ,52.86645765,-3.01693235,POINT (-3.01693235 52.86645768648541)
532,Sandy ,52.13698747,-0.30286988,POINT (-0.302869883 52.13698750724831)
533,Easingwold ,54.10901322,-1.20335462,POINT (-1.203354621 54.109013255047905)
534,Romsey   ,50.98650475,-1.51266727,POINT (-1.5126672650000001 50.986504788319806)
535,"Winchester N, Kingsworthy (Harestock) """,51.08961932,-1.33084858,POINT (-1.330848579 51.089619358230586)
536,Hailsham North ,50.87434834,0.27374958,POINT (0.2737495819999999 50.87434837841525)
537,"Storrington, Storrington """,50.92777356,-0.47004014,POINT (-0.4700401399999999 50.92777359836998)
538,"Ashington, London Road """,50.92841519,-0.38479575,POINT (-0.38479575 50.928415228369445)
539,Pagham ,50.78177088,-0.74842718,POINT (-0.7484271800000001 50.7817709184928)
540,Lidsey ,50.82146353,-0.6599409,POINT (-0.659940896 50.82146356845968)
541,Sawston ,52.13199477,0.16113646,POINT (0.161136455 52.13199480725331)
542,Llangollen ,52.97344861,-3.14207848,POINT (-3.1420784777046804 52.973448651171914)
543,Lanchester ,54.81486655,-1.73078633,POINT (-1.7307863329999995 54.81486658415978)
544,Rowlands Gill   ,54.92513262,-1.73223588,POINT (-1.7322358810000003 54.925132654016664)
545,Low Wadsworth ,54.67307672,-1.72687048,POINT (-1.7268704789999998 54.6730767543421)
546,Windmill Hill Herstmonceux ,50.89074934,0.3443957,POINT (0.3443956970000001 50.89074937840139)
547,Lynemouth ,55.21135187,-1.52853902,POINT (-1.528539022 55.21135190363992)
548,Marske And Redcar   ,54.59681769,-1.0403858,POINT (-1.040385802 54.596817724439354)
549,Morpeth ,55.17238139,-1.67500625,POINT (-1.6750062540000004 55.172381423691654)
550,Newbiggin ,55.17151712,-1.52163019,POINT (-1.52163019 55.171517153692804)
551,Rothbury ,55.30485539,-1.88972639,POINT (-1.889726385 55.30485542351523)
552,Sacriston ,54.82534523,-1.6170938999999998,POINT (-1.6170939 54.825345264146236)
553,Henfield ,50.94048161,-0.26852874,POINT (-0.2685287359999999 50.940481648359174)
554,Chiddingfold ,51.12141078,-0.61684597,POINT (-0.616845973 51.12141081820281)
555,Forest Row ,51.10039643,0.07453801,POINT (0.07453801 51.1003964682212)
556,Seaham ,54.82410667,-1.33103135,POINT (-1.331031351 54.82410670414783)
557,Castlederg,54.707,-7.577000000000001,POINT (-7.577000000000001 54.70700003429865)
558,Eldmire ,54.16954796,-1.3589402,POINT (-1.358940203 54.169547994973684)
559,Filey ,54.21544835,-0.25682764,POINT (-0.256827638 54.215448384917146)
560,Grassington ,54.06241377,-1.99188331,POINT (-1.9918833129999998 54.06241380510476)
561,Selby ,53.77688247,-1.03933484,POINT (-1.0393348360000003 53.776882505448384)
562,Greenfield ,53.29306913,-3.20417957,POINT (-3.2041795690317105 53.29306916390693)
563,Sherburn In Elmet ,53.79369552,-1.20048931,POINT (-1.2004893110000001 53.7936955554284)
564,Stamford Bridge ,53.98929033,-0.92352624,POINT (-0.9235262409999999 53.98929036519359)
565,Tadcaster ,53.87545699,-1.24860778,POINT (-1.2486077829999997 53.87545702533072)
566,"Mc Cains Foods, The Wheatcroft Long Sea Outfall, Sc ",54.27041962,-0.34987557,POINT (-0.3498755700000001 54.27041965484917)
567,Thirsk ,54.21650228,-1.33306387,POINT (-1.333063865 54.21650231491584)
568,Thornton Dale ,54.22573363,-0.72249956,POINT (-0.7224995619999999 54.22573366490446)
569,Thorp Arch ,53.906053099999994,-1.3148805000000001,POINT (-1.3148804960000002 53.906053135293995)
570,Mostyn ,53.31128222,-3.24695908,POINT (-3.2469590783022295 53.311282257254014)
571,Penrhyndeudraeth ,52.92620353,-4.0580099999999995,POINT (-4.058009996442241 52.92620356378179)
572,Machynlleth  ,52.59114507,-3.85776825,POINT (-3.85776824925721 52.59114510787037)
573,Narberth Wes ,51.79424642,-4.75231778,POINT (-4.752317777972081 51.79424646077338)
574,Porthmadog ,52.92995011,-4.12252468,POINT (-4.12252468085337 52.92995014498078)
575,Kidwelly Wastewater Treatment Works ,51.73255046,-4.31965801,POINT (-4.31965800569687 51.732550494718815)
576,Trimsaran Wwtw Spudder Bridge Rd ,51.73064399,-4.26342793,POINT (-4.26342793251955 51.730644028125525)
577,Pontyberem Wwtw Pontyberem Carms ,51.77667878,-4.18353587,POINT (-4.18353587217314 51.77667881899444)
578,Dyserth  ,53.30575165,-3.42375457,POINT (-3.42375457406599 53.305751687765415)
579,B/Au Fes  ,52.98075045,-3.94321993,POINT (-3.943219933006209 52.98075048760077)
580,Crosshands S ,51.79130774,-4.08562046,POINT (-4.08562045910383 51.7913077777759)
581,Walbutts   ,54.04728376,-1.01394274,POINT (-1.013942741 54.0472837951232)
582,Borth ,52.48798462,-4.04188835,POINT (-4.041888347458539 52.48798465990453)
583,Llanllyfni C ,53.04300534,-4.29695189,POINT (-4.296951893622749 53.043005374228485)
584,Aberyyth ,52.40106044,-4.05143932,POINT (-4.051439316726491 52.40106047508846)
585,Whitby   ,54.491845999999995,-0.60387229,POINT (-0.6038722899999999 54.4918460345723)
586,"Totton, Marchwood, Hythe, Cadnam   """,50.89834116,-1.45710626,POINT (-1.4571062630000002 50.89834119839497)
587,Seahouses ,55.58445898,-1.64131378,POINT (-1.641313778 55.584459013137725)
588,Hartlepool   ,54.64130404,-1.1959767,POINT (-1.195976703 54.64130407438268)
589,Sedgefield ,54.64494112,-1.44368678,POINT (-1.4436867769999997 54.644941154378046)
590,Kirriemuir,56.659769999999995,-2.99978,POINT (-2.99978 56.65977003162507)
591,Laighpark S.T.W.,55.863890000000005,-4.41927,POINT (-4.419270000000001 55.86389003275369)
592,Lanarks.T.W.,55.674009999999996,-3.79576,POINT (-3.7957600000000014 55.674010033015364)
593,Langholms.T.W.,55.14572,-2.99285,POINT (-2.9928500000000007 55.14572003372698)
594,Largs S.T.W.,55.82088,-4.88403,POINT (-4.884030000000001 55.820880032813236)
595,"Charlbury, Charlbury, Oxon """,51.87027292,-1.4887143,POINT (-1.4887142950000003 51.87027295751138)
596,Laurencekirk,56.839180000000006,-2.4833,POINT (-2.4833 56.83918003136397)
597,Lesmahagows.T.W.,55.64655,-3.88312,POINT (-3.883120000000001 55.64655003305296)
598,"Chertsey, Lyne Lane, Chertsey, """,51.40223506,-0.54197355,POINT (-0.5419735499999999 51.402235097951824)
599,"Levenvalley,Levenmouthwwtw",56.19198000000001,-3.01267,POINT (-3.01267 56.19198003229449)
600,Lincludens.T.W.,55.08595,-3.62598,POINT (-3.625980000000001 55.085950033805915)
601,Linlithgow Wwtw,55.98376999999999,-3.62585,POINT (-3.625850000000001 55.983770032586925)
602,Lochmabens.T.W.,55.1189,-3.40326,POINT (-3.4032600000000004 55.118900033762436)
603,Lochwinnochs.T.W.,55.79465,-4.623480000000001,POINT (-4.623480000000001 55.79465003284945)
604,"Chesham, Bucks """,51.68589069,-0.58249887,POINT (-0.582498871 51.685890727688154)
605,Presteigne  Clatterbroom ,52.27090919,-2.99717657,POINT (-2.9971765719517394 52.27090922245447)
606,"Chieveley, Chieveley, Berks """,51.46214745,-1.32630988,POINT (-1.326309884 51.462147487896985)
607,Cwmgwrch  ,51.73674248,-3.6456297999999996,POINT (-3.645629797006511 51.73674252176262)
608,Briston ,52.84086501,1.07592333,POINT (1.075923334 52.840865046513215)
609,"Chinnor, Chinnor, Oxon """,51.72330437,-0.90259211,POINT (-0.9025921060000001 51.723304407652634)
610,Lockerbies.T.W.,55.11984,-3.37244,POINT (-3.3724400000000005 55.1198400337612)
611,"Chipping Norton, Worcester Road """,51.93895802,-1.57812226,POINT (-1.578122262 51.93895805744446)
612,Mauchlines.T.W.,55.49941999999999,-4.39009,POINT (-4.39009 55.49942003325326)
613,Chobham ,51.34096425,-0.59818856,POINT (-0.5981885570000001 51.340964288007434)
